测试时间,温度,湿度,VOC,人体
2018/12/18 1:01:46,1502,1801,33,0
2018/12/18 1:01:47,1491,1793,23,0
2018/12/18 1:01:48,1531,1824,30,0
2018/12/18 1:01:49,1502,1802,28,0
2018/12/18 1:01:50,1488,1791,26,0
2018/12/18 1:01:51,1489,1792,29,0
2018/12/18 1:01:52,1502,1802,30,0
2018/12/18 1:01:53,1503,1802,26,0
2018/12/18 1:01:54,1542,1831,29,0
2018/12/18 1:01:55,1521,1816,24,0
2018/12/18 1:01:56,1490,1792,32,0
2018/12/18 1:01:57,1490,1792,29,0
2018/12/18 1:01:58,1502,1801,36,0
2018/12/18 1:01:59,1520,1815,30,0
2018/12/18 1:02:00,1476,1782,30,0
2018/12/18 1:02:01,1530,1822,28,0
2018/12/18 1:02:02,1526,1820,30,0
2018/12/18 1:02:03,1487,1790,27,0
2018/12/18 1:02:04,1517,1813,29,0
2018/12/18 1:02:05,1491,1793,29,0
2018/12/18 1:02:06,1517,1812,34,0
2018/12/18 1:02:07,1485,1789,28,0
2018/12/18 1:02:08,1479,1784,33,0
2018/12/18 1:02:09,1503,1802,31,0
2018/12/18 1:02:10,1513,1810,29,0
2018/12/18 1:02:11,1479,1784,27,0
2018/12/18 1:02:12,1519,1814,30,0
2018/12/18 1:02:13,1496,1797,34,0
2018/12/18 1:02:14,1514,1811,29,0
2018/12/18 1:02:15,1533,1825,31,0
2018/12/18 1:02:16,1524,1818,31,0
2018/12/18 1:02:17,1483,1787,33,0
2018/12/18 1:02:18,1458,1768,35,0
2018/12/18 1:02:19,1490,1792,34,0
2018/12/18 1:02:20,1465,1774,35,0
2018/12/18 1:02:21,1503,1802,34,0
2018/12/18 1:02:22,1471,1778,27,0
2018/12/18 1:02:23,1481,1786,27,0
2018/12/18 1:02:24,1510,1807,33,0
2018/12/18 1:02:25,1508,1806,29,0
2018/12/18 1:02:26,1527,1820,31,0
2018/12/18 1:02:27,1486,1790,32,0
2018/12/18 1:02:28,1472,1779,27,0
2018/12/18 1:02:29,1525,1819,32,0
2018/12/18 1:02:30,1511,1808,29,0
2018/12/18 1:02:31,1507,1805,28,0
2018/12/18 1:02:32,1487,1791,35,0
2018/12/18 1:02:33,1483,1788,27,0
2018/12/18 1:02:34,1508,1806,27,0
2018/12/18 1:02:35,1485,1789,21,0
2018/12/18 1:02:36,1483,1787,29,0
2018/12/18 1:02:37,1496,1797,29,0
2018/12/18 1:02:38,1490,1792,28,0
2018/12/18 1:02:39,1522,1816,31,0
2018/12/18 1:02:40,1472,1779,27,0
2018/12/18 1:02:41,1498,1799,27,0
2018/12/18 1:02:42,1504,1803,30,0
2018/12/18 1:02:43,1497,1798,33,0
2018/12/18 1:02:44,1509,1806,27,0
2018/12/18 1:02:45,1513,1810,29,0
2018/12/18 1:02:46,1491,1793,27,0
2018/12/18 1:02:47,1499,1799,33,0
2018/12/18 1:02:48,1506,1804,29,0
2018/12/18 1:02:49,1525,1818,25,0
2018/12/18 1:02:50,1510,1808,28,0
2018/12/18 1:02:51,1471,1778,32,0
2018/12/18 1:02:52,1508,1806,35,0
2018/12/18 1:02:53,1528,1821,34,0
2018/12/18 1:02:54,1479,1784,31,0
2018/12/18 1:02:55,1538,1828,30,0
2018/12/18 1:02:56,1495,1797,26,0
2018/12/18 1:02:57,1534,1825,30,0
2018/12/18 1:02:58,1503,1802,31,0
2018/12/18 1:02:59,1531,1824,25,0
2018/12/18 1:03:00,1473,1779,30,0
2018/12/18 1:03:01,1483,1787,27,0
2018/12/18 1:03:02,1528,1821,24,0
2018/12/18 1:03:03,1505,1804,27,0
2018/12/18 1:03:04,1521,1816,32,0
2018/12/18 1:03:05,1494,1795,31,0
2018/12/18 1:03:06,1536,1827,31,0
2018/12/18 1:03:07,1504,1803,28,0
2018/12/18 1:03:08,1542,1832,30,0
2018/12/18 1:03:09,1482,1786,32,0
2018/12/18 1:03:10,1500,1800,32,0
2018/12/18 1:03:11,1495,1796,30,0
2018/12/18 1:03:12,1496,1797,30,0
2018/12/18 1:03:13,1470,1778,36,0
2018/12/18 1:03:14,1488,1791,22,0
2018/12/18 1:03:15,1480,1785,30,0
2018/12/18 1:03:16,1502,1802,30,0
2018/12/18 1:03:17,1533,1824,29,0
2018/12/18 1:03:18,1500,1800,36,0
2018/12/18 1:03:19,1497,1798,36,0
2018/12/18 1:03:20,1476,1782,31,0
2018/12/18 1:03:21,1460,1770,36,0
2018/12/18 1:03:22,1472,1779,31,0
2018/12/18 1:03:23,1485,1789,28,0
2018/12/18 1:03:24,1507,1805,35,0
2018/12/18 1:03:25,1508,1806,33,0
2018/12/18 1:03:26,1514,1810,33,0
2018/12/18 1:03:27,1493,1795,29,0
2018/12/18 1:03:28,1541,1831,32,0
2018/12/18 1:03:29,1496,1797,32,0
2018/12/18 1:03:30,1511,1808,29,0
2018/12/18 1:03:31,1517,1813,30,0
2018/12/18 1:03:32,1484,1788,28,0
2018/12/18 1:03:33,1484,1788,31,0
2018/12/18 1:03:34,1533,1825,30,0
2018/12/18 1:03:35,1521,1816,35,0
2018/12/18 1:03:36,1521,1816,32,0
2018/12/18 1:03:37,1492,1794,27,0
2018/12/18 1:03:38,1487,1790,28,0
2018/12/18 1:03:39,1491,1793,33,0
2018/12/18 1:03:40,1506,1804,26,0
2018/12/18 1:03:41,1503,1803,36,0
2018/12/18 1:03:42,1489,1792,29,0
2018/12/18 1:03:43,1522,1816,32,0
2018/12/18 1:03:44,1508,1806,30,0
2018/12/18 1:03:45,1509,1807,28,0
2018/12/18 1:03:46,1491,1794,35,0
2018/12/18 1:03:47,1489,1792,26,0
2018/12/18 1:03:48,1495,1796,34,0
2018/12/18 1:03:49,1500,1800,31,0
2018/12/18 1:03:50,1469,1777,28,0
2018/12/18 1:03:51,1486,1789,33,0
2018/12/18 1:03:52,1477,1783,27,0
2018/12/18 1:03:53,1497,1798,32,0
2018/12/18 1:03:54,1497,1798,30,0
2018/12/18 1:03:55,1484,1788,27,0
2018/12/18 1:03:56,1470,1778,29,0
2018/12/18 1:03:57,1506,1804,30,0
2018/12/18 1:03:58,1460,1770,34,0
2018/12/18 1:03:59,1507,1805,36,0
2018/12/18 1:04:00,1469,1777,27,0
2018/12/18 1:04:01,1526,1820,32,0
2018/12/18 1:04:02,1498,1798,32,0
2018/12/18 1:04:03,1516,1812,31,0
2018/12/18 1:04:04,1491,1794,24,0
2018/12/18 1:04:05,1491,1793,31,0
2018/12/18 1:04:06,1467,1775,31,0
2018/12/18 1:04:07,1528,1821,32,0
2018/12/18 1:04:08,1516,1812,31,0
2018/12/18 1:04:09,1461,1771,34,0
2018/12/18 1:04:10,1481,1786,31,0
2018/12/18 1:04:11,1487,1790,35,0
2018/12/18 1:04:12,1483,1787,34,0
2018/12/18 1:04:13,1472,1779,30,0
2018/12/18 1:04:14,1501,1800,25,0
2018/12/18 1:04:15,1481,1786,26,0
2018/12/18 1:04:16,1497,1798,30,0
2018/12/18 1:04:17,1488,1791,29,0
2018/12/18 1:04:18,1502,1802,28,0
2018/12/18 1:04:19,1522,1817,31,0
2018/12/18 1:04:20,1531,1823,33,0
2018/12/18 1:04:21,1517,1812,29,0
2018/12/18 1:04:22,1497,1798,33,0
2018/12/18 1:04:23,1496,1797,29,0
2018/12/18 1:04:24,1524,1818,31,0
2018/12/18 1:04:25,1487,1790,30,0
2018/12/18 1:04:26,1522,1816,26,0
2018/12/18 1:04:27,1499,1799,30,0
2018/12/18 1:04:28,1524,1818,33,0
2018/12/18 1:04:29,1510,1807,29,0
2018/12/18 1:04:30,1517,1813,32,0
2018/12/18 1:04:31,1492,1794,28,0
2018/12/18 1:04:32,1490,1793,26,0
2018/12/18 1:04:33,1452,1764,27,0
2018/12/18 1:04:34,1533,1825,28,0
2018/12/18 1:04:35,1521,1816,28,0
2018/12/18 1:04:36,1477,1783,26,0
2018/12/18 1:04:37,1479,1784,32,0
2018/12/18 1:04:38,1490,1792,25,0
2018/12/18 1:04:39,1492,1794,28,0
2018/12/18 1:04:40,1518,1814,29,0
2018/12/18 1:04:41,1484,1788,31,0
2018/12/18 1:04:42,1556,1842,26,0
2018/12/18 1:04:43,1508,1806,30,0
2018/12/18 1:04:44,1465,1774,25,0
2018/12/18 1:04:45,1510,1807,30,0
2018/12/18 1:04:46,1516,1812,35,0
2018/12/18 1:04:47,1502,1801,26,0
2018/12/18 1:04:48,1495,1797,28,0
2018/12/18 1:04:49,1527,1820,27,0
2018/12/18 1:04:50,1491,1793,29,0
2018/12/18 1:04:51,1481,1786,36,0
2018/12/18 1:04:52,1446,1760,33,0
2018/12/18 1:04:53,1516,1812,32,0
2018/12/18 1:04:54,1520,1815,27,0
2018/12/18 1:04:55,1470,1778,32,0
2018/12/18 1:04:56,1523,1817,28,0
2018/12/18 1:04:57,1475,1781,31,0
2018/12/18 1:04:58,1483,1788,32,0
2018/12/18 1:04:59,1479,1784,26,0
2018/12/18 1:05:00,1530,1822,30,0
2018/12/18 1:05:01,1490,1792,27,0
2018/12/18 1:05:02,1532,1824,27,0
2018/12/18 1:05:03,1500,1800,29,0
2018/12/18 1:05:04,1491,1793,34,0
2018/12/18 1:05:05,1463,1772,31,0
2018/12/18 1:05:06,1490,1792,33,0
2018/12/18 1:05:07,1519,1814,30,0
2018/12/18 1:05:08,1512,1809,31,0
2018/12/18 1:05:09,1474,1781,32,0
2018/12/18 1:05:10,1488,1791,35,0
2018/12/18 1:05:11,1476,1782,27,0
2018/12/18 1:05:12,1481,1786,26,0
2018/12/18 1:05:13,1509,1807,34,0
2018/12/18 1:05:14,1498,1799,35,0
2018/12/18 1:05:15,1520,1815,25,0
2018/12/18 1:05:16,1502,1802,26,0
2018/12/18 1:05:17,1500,1800,31,0
2018/12/18 1:05:18,1476,1782,32,0
2018/12/18 1:05:19,1468,1776,26,0
2018/12/18 1:05:20,1489,1791,34,0
2018/12/18 1:05:21,1516,1812,24,0
2018/12/18 1:05:22,1513,1810,28,0
2018/12/18 1:05:23,1527,1820,25,0
2018/12/18 1:05:24,1492,1794,32,0
2018/12/18 1:05:25,1517,1813,33,0
2018/12/18 1:05:26,1527,1821,31,0
2018/12/18 1:05:27,1515,1811,29,0
2018/12/18 1:05:28,1511,1808,30,0
2018/12/18 1:05:29,1484,1788,30,0
2018/12/18 1:05:30,1514,1811,25,0
2018/12/18 1:05:31,1497,1797,28,0
2018/12/18 1:05:32,1500,1800,28,0
2018/12/18 1:05:33,1538,1828,30,0
2018/12/18 1:05:34,1520,1815,29,0
2018/12/18 1:05:35,1497,1797,27,0
2018/12/18 1:05:36,1517,1813,29,0
2018/12/18 1:05:37,1494,1795,30,0
2018/12/18 1:05:38,1515,1811,30,0
2018/12/18 1:05:39,1500,1800,29,0
2018/12/18 1:05:40,1497,1797,36,0
2018/12/18 1:05:41,1516,1812,30,0
2018/12/18 1:05:42,1487,1790,33,0
2018/12/18 1:05:43,1493,1795,30,0
2018/12/18 1:05:44,1508,1806,30,0
2018/12/18 1:05:45,1518,1813,37,0
2018/12/18 1:05:46,1532,1824,30,0
2018/12/18 1:05:47,1489,1792,31,0
2018/12/18 1:05:48,1507,1805,25,0
2018/12/18 1:05:49,1483,1787,31,0
2018/12/18 1:05:50,1494,1795,22,0
2018/12/18 1:05:51,1509,1807,29,0
2018/12/18 1:05:52,1502,1802,31,0
2018/12/18 1:05:53,1504,1803,28,0
2018/12/18 1:05:54,1497,1797,27,0
2018/12/18 1:05:55,1512,1809,33,0
2018/12/18 1:05:56,1491,1793,29,0
2018/12/18 1:05:57,1524,1818,30,0
2018/12/18 1:05:58,1532,1824,28,0
2018/12/18 1:05:59,1483,1787,32,0
2018/12/18 1:06:00,1534,1825,32,0
2018/12/18 1:06:01,1486,1790,35,0
2018/12/18 1:06:02,1504,1803,28,0
2018/12/18 1:06:03,1526,1820,33,0
2018/12/18 1:06:04,1510,1807,30,0
2018/12/18 1:06:05,1489,1792,31,0
2018/12/18 1:06:06,1507,1806,33,0
2018/12/18 1:06:07,1495,1796,29,0
2018/12/18 1:06:08,1514,1810,29,0
2018/12/18 1:06:09,1537,1828,30,0
2018/12/18 1:06:10,1499,1800,28,0
2018/12/18 1:06:11,1501,1801,32,0
2018/12/18 1:06:12,1485,1789,27,0
2018/12/18 1:06:13,1516,1812,28,0
2018/12/18 1:06:14,1505,1804,33,0
2018/12/18 1:06:15,1530,1823,31,0
2018/12/18 1:06:16,1505,1804,28,0
2018/12/18 1:06:17,1506,1804,29,0
2018/12/18 1:06:18,1492,1794,33,0
2018/12/18 1:06:19,1470,1777,33,0
2018/12/18 1:06:20,1466,1775,32,0
2018/12/18 1:06:21,1508,1806,27,0
2018/12/18 1:06:22,1493,1795,26,0
2018/12/18 1:06:23,1517,1813,28,0
2018/12/18 1:06:24,1483,1787,28,0
2018/12/18 1:06:25,1470,1777,37,0
2018/12/18 1:06:26,1511,1808,27,0
2018/12/18 1:06:27,1479,1784,35,0
2018/12/18 1:06:28,1506,1805,32,0
2018/12/18 1:06:29,1506,1804,30,0
2018/12/18 1:06:30,1481,1786,30,0
2018/12/18 1:06:31,1515,1811,31,0
2018/12/18 1:06:32,1466,1775,33,0
2018/12/18 1:06:33,1505,1804,30,0
2018/12/18 1:06:34,1494,1795,26,0
2018/12/18 1:06:35,1482,1786,32,0
2018/12/18 1:06:36,1503,1803,30,0
2018/12/18 1:06:37,1521,1816,32,0
2018/12/18 1:06:38,1508,1806,28,0
2018/12/18 1:06:39,1533,1824,25,0
2018/12/18 1:06:40,1516,1812,29,0
2018/12/18 1:06:41,1493,1794,32,0
2018/12/18 1:06:42,1486,1790,26,0
2018/12/18 1:06:43,1516,1812,20,0
2018/12/18 1:06:44,1512,1809,33,0
2018/12/18 1:06:45,1480,1785,36,0
2018/12/18 1:06:46,1533,1825,28,0
2018/12/18 1:06:47,1478,1784,28,0
2018/12/18 1:06:48,1463,1772,32,0
2018/12/18 1:06:49,1490,1793,31,0
2018/12/18 1:06:50,1473,1780,28,0
2018/12/18 1:06:51,1496,1797,32,0
2018/12/18 1:06:52,1488,1791,29,0
2018/12/18 1:06:53,1493,1795,33,0
2018/12/18 1:06:54,1477,1783,29,0
2018/12/18 1:06:55,1490,1792,33,0
2018/12/18 1:06:56,1472,1779,25,0
2018/12/18 1:06:57,1459,1769,30,0
2018/12/18 1:06:58,1514,1811,27,0
2018/12/18 1:06:59,1492,1794,29,0
2018/12/18 1:07:00,1503,1802,34,0
2018/12/18 1:07:01,1521,1815,31,0
2018/12/18 1:07:02,1547,1835,30,0
2018/12/18 1:07:03,1520,1815,21,0
2018/12/18 1:07:04,1505,1804,25,0
2018/12/18 1:07:05,1485,1789,27,0
2018/12/18 1:07:06,1504,1803,31,0
2018/12/18 1:07:07,1491,1793,34,0
2018/12/18 1:07:08,1458,1768,32,0
2018/12/18 1:07:09,1492,1794,34,0
2018/12/18 1:07:10,1516,1812,35,0
2018/12/18 1:07:11,1517,1813,30,0
2018/12/18 1:07:12,1479,1784,35,0
2018/12/18 1:07:13,1496,1797,32,0
2018/12/18 1:07:14,1496,1797,32,0
2018/12/18 1:07:15,1479,1784,31,0
2018/12/18 1:07:16,1494,1796,31,0
2018/12/18 1:07:17,1503,1802,36,0
2018/12/18 1:07:18,1491,1793,33,0
2018/12/18 1:07:19,1499,1799,25,0
2018/12/18 1:07:20,1492,1794,30,0
2018/12/18 1:07:21,1490,1792,33,0
2018/12/18 1:07:22,1478,1784,29,0
2018/12/18 1:07:23,1526,1819,34,0
2018/12/18 1:07:24,1515,1811,30,0
2018/12/18 1:07:25,1486,1789,29,0
2018/12/18 1:07:26,1521,1816,36,0
2018/12/18 1:07:27,1478,1784,34,0
2018/12/18 1:07:28,1543,1832,31,0
2018/12/18 1:07:29,1506,1804,25,0
2018/12/18 1:07:30,1508,1806,29,0
2018/12/18 1:07:31,1505,1804,31,0
2018/12/18 1:07:32,1492,1794,28,0
2018/12/18 1:07:33,1489,1791,32,0
2018/12/18 1:07:34,1488,1791,24,0
2018/12/18 1:07:35,1534,1826,34,0
2018/12/18 1:07:36,1510,1808,32,0
2018/12/18 1:07:37,1493,1795,31,0
2018/12/18 1:07:38,1517,1813,32,0
2018/12/18 1:07:39,1532,1824,30,0
2018/12/18 1:07:40,1481,1785,32,0
2018/12/18 1:07:41,1480,1785,26,0
2018/12/18 1:07:42,1493,1795,27,0
2018/12/18 1:07:43,1518,1813,32,0
2018/12/18 1:07:44,1522,1816,29,0
2018/12/18 1:07:45,1512,1809,31,0
2018/12/18 1:07:46,1469,1776,33,0
2018/12/18 1:07:47,1482,1787,32,0
2018/12/18 1:07:48,1494,1795,22,0
2018/12/18 1:07:49,1485,1788,30,0
2018/12/18 1:07:50,1463,1773,28,0
2018/12/18 1:07:51,1522,1817,31,0
2018/12/18 1:07:52,1514,1811,24,0
2018/12/18 1:07:53,1483,1787,34,0
2018/12/18 1:07:54,1481,1786,27,0
2018/12/18 1:07:55,1478,1784,27,0
2018/12/18 1:07:56,1468,1776,26,0
2018/12/18 1:07:57,1477,1783,30,0
2018/12/18 1:07:58,1468,1776,32,0
2018/12/18 1:07:59,1514,1810,27,0
2018/12/18 1:08:00,1495,1796,28,0
2018/12/18 1:08:01,1477,1782,33,0
2018/12/18 1:08:02,1503,1802,33,0
2018/12/18 1:08:03,1497,1797,35,0
2018/12/18 1:08:04,1557,1843,28,0
2018/12/18 1:08:05,1489,1792,32,0
2018/12/18 1:08:06,1469,1777,32,0
2018/12/18 1:08:07,1482,1787,26,0
2018/12/18 1:08:08,1513,1809,23,0
2018/12/18 1:08:09,1477,1783,34,0
2018/12/18 1:08:10,1503,1802,26,0
2018/12/18 1:08:11,1485,1789,30,0
2018/12/18 1:08:12,1486,1789,30,0
2018/12/18 1:08:13,1500,1800,30,0
2018/12/18 1:08:14,1494,1795,28,0
2018/12/18 1:08:15,1499,1799,29,0
2018/12/18 1:08:16,1491,1793,27,0
2018/12/18 1:08:17,1486,1789,30,0
2018/12/18 1:08:18,1523,1817,34,0
2018/12/18 1:08:19,1501,1800,31,0
2018/12/18 1:08:20,1530,1822,29,0
2018/12/18 1:08:21,1486,1789,28,0
2018/12/18 1:08:22,1516,1812,33,0
2018/12/18 1:08:23,1522,1817,31,0
2018/12/18 1:08:24,1487,1790,28,0
2018/12/18 1:08:25,1476,1782,33,0
2018/12/18 1:08:26,1500,1800,32,0
2018/12/18 1:08:27,1509,1807,29,0
2018/12/18 1:08:28,1508,1806,31,0
2018/12/18 1:08:29,1487,1791,30,0
2018/12/18 1:08:30,1519,1814,27,0
2018/12/18 1:08:31,1501,1801,30,0
2018/12/18 1:08:32,1482,1787,32,0
2018/12/18 1:08:33,1504,1803,30,0
2018/12/18 1:08:34,1517,1813,31,0
2018/12/18 1:08:35,1494,1796,32,0
2018/12/18 1:08:36,1506,1805,28,0
2018/12/18 1:08:37,1521,1816,27,0
2018/12/18 1:08:38,1517,1813,29,0
2018/12/18 1:08:39,1490,1792,30,0
2018/12/18 1:08:40,1522,1817,30,0
2018/12/18 1:08:41,1506,1804,36,0
2018/12/18 1:08:42,1504,1803,35,0
2018/12/18 1:08:43,1528,1821,31,0
2018/12/18 1:08:44,1477,1783,27,0
2018/12/18 1:08:45,1538,1829,31,0
2018/12/18 1:08:46,1493,1795,31,0
2018/12/18 1:08:47,1512,1809,30,0
2018/12/18 1:08:48,1474,1781,28,0
2018/12/18 1:08:49,1490,1793,28,0
2018/12/18 1:08:50,1527,1820,27,0
2018/12/18 1:08:51,1513,1809,29,0
2018/12/18 1:08:52,1495,1796,33,0
2018/12/18 1:08:53,1484,1788,33,0
2018/12/18 1:08:54,1483,1787,26,0
2018/12/18 1:08:55,1523,1817,27,0
2018/12/18 1:08:56,1494,1795,24,0
2018/12/18 1:08:57,1500,1800,26,0
2018/12/18 1:08:58,1499,1799,38,0
2018/12/18 1:08:59,1469,1777,35,0
2018/12/18 1:09:00,1486,1789,34,0
2018/12/18 1:09:01,1512,1809,32,0
2018/12/18 1:09:02,1509,1807,34,0
2018/12/18 1:09:03,1529,1822,34,0
2018/12/18 1:09:04,1471,1778,31,0
2018/12/18 1:09:05,1521,1815,33,0
2018/12/18 1:09:06,1524,1818,29,0
2018/12/18 1:09:07,1517,1813,24,0
2018/12/18 1:09:08,1463,1772,30,0
2018/12/18 1:09:09,1530,1822,33,0
2018/12/18 1:09:10,1519,1814,31,0
2018/12/18 1:09:11,1547,1836,37,0
2018/12/18 1:09:12,1521,1816,27,0
2018/12/18 1:09:13,1494,1795,31,0
2018/12/18 1:09:14,1491,1794,25,0
2018/12/18 1:09:15,1493,1794,34,0
2018/12/18 1:09:16,1488,1791,25,0
2018/12/18 1:09:17,1476,1782,27,0
2018/12/18 1:09:18,1491,1794,29,0
2018/12/18 1:09:19,1501,1801,30,0
2018/12/18 1:09:20,1501,1801,29,0
2018/12/18 1:09:21,1491,1793,32,0
2018/12/18 1:09:22,1489,1792,27,0
2018/12/18 1:09:23,1535,1826,29,0
2018/12/18 1:09:24,1513,1810,33,0
2018/12/18 1:09:25,1505,1804,28,0
2018/12/18 1:09:26,1482,1787,31,0
2018/12/18 1:09:27,1518,1814,30,0
2018/12/18 1:09:28,1533,1825,31,0
2018/12/18 1:09:29,1501,1801,32,0
2018/12/18 1:09:30,1495,1796,31,0
2018/12/18 1:09:31,1546,1834,33,0
2018/12/18 1:09:32,1519,1814,29,0
2018/12/18 1:09:33,1520,1815,34,0
2018/12/18 1:09:34,1484,1788,27,0
2018/12/18 1:09:35,1517,1813,35,0
2018/12/18 1:09:36,1504,1803,31,0
2018/12/18 1:09:37,1511,1808,26,0
2018/12/18 1:09:38,1494,1795,32,0
2018/12/18 1:09:39,1490,1793,28,0
2018/12/18 1:09:40,1513,1810,27,0
2018/12/18 1:09:41,1491,1793,26,0
2018/12/18 1:09:42,1519,1815,34,0
2018/12/18 1:09:43,1494,1796,33,0
2018/12/18 1:09:44,1471,1778,31,0
2018/12/18 1:09:45,1503,1802,31,0
2018/12/18 1:09:46,1497,1798,30,0
2018/12/18 1:09:47,1502,1802,27,0
2018/12/18 1:09:48,1518,1813,32,0
2018/12/18 1:09:49,1482,1787,32,0
2018/12/18 1:09:50,1508,1806,31,0
2018/12/18 1:09:51,1470,1778,32,0
2018/12/18 1:09:52,1488,1791,31,0
2018/12/18 1:09:53,1500,1800,31,0
2018/12/18 1:09:54,1532,1824,29,0
2018/12/18 1:09:55,1538,1828,32,0
2018/12/18 1:09:56,1548,1836,30,0
2018/12/18 1:09:57,1470,1778,33,0
2018/12/18 1:09:58,1515,1811,30,0
2018/12/18 1:09:59,1488,1791,32,0
2018/12/18 1:10:00,1457,1768,34,0
2018/12/18 1:10:01,1502,1802,26,0
2018/12/18 1:10:02,1464,1773,29,0
2018/12/18 1:10:03,1490,1793,33,0
2018/12/18 1:10:04,1511,1808,36,0
2018/12/18 1:10:05,1515,1811,28,0
2018/12/18 1:10:06,1497,1798,31,0
2018/12/18 1:10:07,1511,1808,31,0
2018/12/18 1:10:08,1493,1794,31,0
2018/12/18 1:10:09,1494,1795,32,0
2018/12/18 1:10:10,1508,1806,30,0
2018/12/18 1:10:11,1491,1793,30,0
2018/12/18 1:10:12,1535,1826,33,0
2018/12/18 1:10:13,1518,1813,30,0
2018/12/18 1:10:14,1467,1775,29,0
2018/12/18 1:10:15,1477,1782,32,0
2018/12/18 1:10:16,1496,1797,33,0
2018/12/18 1:10:17,1526,1819,26,0
2018/12/18 1:10:18,1456,1767,25,0
2018/12/18 1:10:19,1492,1794,29,0
2018/12/18 1:10:20,1473,1780,30,0
2018/12/18 1:10:21,1506,1804,34,0
2018/12/18 1:10:22,1490,1793,29,0
2018/12/18 1:10:23,1499,1799,30,0
2018/12/18 1:10:24,1534,1825,29,0
2018/12/18 1:10:25,1550,1838,26,0
2018/12/18 1:10:26,1488,1791,27,0
2018/12/18 1:10:27,1495,1796,30,0
2018/12/18 1:10:28,1499,1800,32,0
2018/12/18 1:10:29,1514,1811,25,0
2018/12/18 1:10:30,1512,1809,30,0
2018/12/18 1:10:31,1513,1810,24,0
2018/12/18 1:10:32,1490,1793,33,0
2018/12/18 1:10:33,1512,1809,28,0
2018/12/18 1:10:34,1503,1802,28,0
2018/12/18 1:10:35,1483,1787,28,0
2018/12/18 1:10:36,1533,1825,30,0
2018/12/18 1:10:37,1504,1803,30,0
2018/12/18 1:10:38,1471,1778,30,0
2018/12/18 1:10:39,1488,1791,28,0
2018/12/18 1:10:40,1507,1806,30,0
2018/12/18 1:10:41,1485,1789,31,0
2018/12/18 1:10:42,1531,1823,33,0
2018/12/18 1:10:43,1465,1773,28,0
2018/12/18 1:10:44,1493,1795,31,0
2018/12/18 1:10:45,1510,1808,29,0
2018/12/18 1:10:46,1517,1813,30,0
2018/12/18 1:10:47,1481,1786,33,0
2018/12/18 1:10:48,1484,1788,30,0
2018/12/18 1:10:49,1485,1789,25,0
2018/12/18 1:10:50,1483,1787,33,0
2018/12/18 1:10:51,1514,1811,31,0
2018/12/18 1:10:52,1500,1800,34,0
2018/12/18 1:10:53,1500,1800,30,0
2018/12/18 1:10:54,1530,1822,31,0
2018/12/18 1:10:55,1481,1786,33,0
2018/12/18 1:10:56,1522,1817,26,0
2018/12/18 1:10:57,1489,1792,34,0
2018/12/18 1:10:58,1524,1818,23,0
2018/12/18 1:10:59,1496,1797,33,0
2018/12/18 1:11:00,1492,1794,26,0
2018/12/18 1:11:01,1470,1778,29,0
2018/12/18 1:11:02,1489,1791,32,0
2018/12/18 1:11:03,1508,1806,28,0
2018/12/18 1:11:04,1496,1797,29,0
2018/12/18 1:11:05,1492,1794,33,0
2018/12/18 1:11:06,1522,1816,26,0
2018/12/18 1:11:07,1519,1814,27,0
